53,35747,1,0,114,0,17,0,0,0,0,0,0,0,55.08999228,1,0,1,9,10,1
53,35747,1,0,114,0,17,0,0,0,0,0,0,0,55.08999228,1,0,1,9,10,1
53,35747,1,0,114,0,17,0,0,0,0,0,0,0,55.08999228,1,0,1,9,10,1
53,35747,1,0,114,0,17,0,0,0,0,0,0,0,55.08999228,1,0,1,9,10,1
53,35747,1,0,114,0,17,0,0,0,0,0,0,0,55.08999228,1,0,1,9,10,1
53,35747,1,0,114,0,17,0,0,0,0,0,0,0,55.08999228,1,0,1,9,10,1
53,35747,1,0,114,0,17,0,0,0,0,0,0,0,55.08999228,1,0,1,9,10,1
53,35747,1,0,114,0,17,0,0,0,0,0,0,0,55.08999228,1,0,1,9,10,1
53,35747,1,0,114,0,17,0,0,0,0,0,0,0,55.08999228,1,0,1,9,10,1
53073,4004,1,0,54,0,6,0,1,0,0,0,0,1,1.339563847,1,0,1,1,338,1
53,35747,1,0,114,0,17,0,0,0,0,0,0,0,55.08999228,1,0,1,9,10,1
53,35747,1,0,114,0,17,0,0,0,0,0,0,0,55.08999228,1,0,1,9,10,1
53,35747,1,0,114,0,17,0,0,0,0,0,0,0,55.08999228,1,0,1,9,10,1
53,35747,1,0,114,0,17,0,0,0,0,0,0,0,55.08999228,1,0,1,9,10,1
53,35747,1,0,114,0,17,0,0,0,0,0,0,0,55.08999228,1,0,1,9,10,1

