SPort, DPort, SPkts, DPkts, SBytes, DBytes, Protocol, SYN, ACK, FIN, PSH, RST, URG, SYN+ACK, Duration, IsAlive, Service, UniqueDests, UniqueSrcs, UniqueDestSocks, UniqueSrcSocks,target
36000,443,9,0,1288,0,6,1,8,0,4,0,0,9,18.24473619,1,0,45,1,1,2,1
36247,53,1,0,76,0,17,0,0,0,0,0,0,0,18.24425793,1,0,45,1,1,66,1
37406,53,2,0,150,0,17,0,0,0,0,0,0,0,18.23100829,1,0,45,1,1,66,1
443,60479,10,0,7514,0,17,0,0,0,0,0,0,0,18.16897893,1,0,1,45,2,1,1
443,35383,45,0,42229,0,17,0,0,0,0,0,0,0,18.12814355,1,0,1,45,2,1,1
60479,443,7,0,909,0,17,0,0,0,0,0,0,0,18.12620378,1,0,45,1,1,2,1
443,36000,8,0,5640,0,6,1,8,0,2,0,0,8,18.09297276,1,0,1,45,2,1,1
53,37406,2,0,236,0,17,0,0,0,0,0,0,0,18.06077862,1,0,1,45,51,1,1
53,36247,1,0,140,0,17,0,0,0,0,0,0,0,18.0601418,1,0,1,45,51,1,1
53,50275,2,0,530,0,17,0,0,0,0,0,0,0,18.05811238,1,0,1,45,51,1,1
50092,443,12,0,1497,0,6,1,11,1,4,0,0,12,18.04057527,1,0,45,1,1,2,1
48998,443,9,0,1288,0,6,1,8,0,4,0,0,9,18.0403645,1,0,45,1,1,3,1
38768,443,9,0,1288,0,6,1,8,0,4,0,0,9,18.04011655,1,0,45,1,1,2,1
443,48998,8,0,5419,0,6,1,8,0,3,0,0,8,17.91076803,1,0,1,45,3,1,1
443,38768,8,0,5787,0,6,1,8,0,2,0,0,8,17.9101522,1,0,1,45,2,1,1
50100,443,16,0,4247,0,6,1,15,0,8,0,0,16,17.87108898,1,0,45,1,1,2,1
443,50100,16,0,5133,0,6,1,16,0,6,0,0,16,17.73603964,1,0,1,45,2,1,1
443,50092,12,0,4159,0,6,1,12,1,4,0,0,12,17.73542809,1,0,1,45,2,1,1
40392,53,2,0,150,0,17,0,0,0,0,0,0,0,16.96443725,1,0,45,1,1,66,1
53,40392,2,0,194,0,17,0,0,0,0,0,0,0,16.89054608,1,0,1,45,51,1,1
43480,443,2,0,1727,0,17,0,0,0,0,0,0,0,16.88289642,1,0,45,1,1,7,1
58440,443,5,0,1747,0,17,0,0,0,0,0,0,0,16.87034702,1,0,45,1,1,7,1
38024,443,10,0,835,0,6,1,9,1,3,0,0,10,16.85706329,1,0,45,1,1,7,1
43221,53,2,0,148,0,17,0,0,0,0,0,0,0,16.73300862,1,0,45,1,1,66,1
42189,53,2,0,152,0,17,0,0,0,0,0,0,0,16.73161483,1,0,45,1,1,66,1
49605,443,9,0,1204,0,17,0,0,0,0,0,0,0,16.40917873,1,0,45,1,1,2,1
44629,443,6,0,3175,0,17,0,0,0,0,0,0,0,16.29946947,1,0,45,1,1,5,1
52065,53,1,0,87,0,17,0,0,0,0,0,0,0,16.26172638,1,0,45,1,1,66,1
48887,53,1,0,93,0,17,0,0,0,0,0,0,0,16.21041989,1,0,45,1,1,66,1
443,44629,6,0,2756,0,17,0,0,0,0,0,0,0,16.18501067,1,0,1,45,5,1,1
443,49402,10,0,2036,0,6,1,10,1,1,0,0,10,16.09443212,1,0,1,45,3,1,1
49402,443,8,0,1851,0,6,0,8,0,5,0,0,8,16.09414864,1,0,45,1,1,3,1
443,51800,9,0,4255,0,6,1,9,0,1,1,0,9,16.06334043,1,0,1,45,6,1,1
51800,443,6,0,2304,0,6,0,6,1,4,0,0,6,16.06306219,1,0,45,1,1,6,1
443,44134,4,0,3154,0,6,0,4,0,0,0,0,4,16.06277037,1,0,1,45,2,1,1
44134,443,4,0,481,0,6,0,4,0,3,0,0,4,16.06233549,1,0,45,1,1,2,1
443,38040,4,0,3154,0,6,0,4,0,0,0,0,4,16.06198692,1,0,1,45,6,1,1
38040,443,4,0,481,0,6,0,4,0,3,0,0,4,16.06092644,1,0,45,1,1,7,1
443,49605,2,0,168,0,17,0,0,0,0,0,0,0,16.05689788,1,0,1,45,2,1,1
443,58440,2,0,823,0,17,0,0,0,0,0,0,0,16.04170465,1,0,1,45,6,1,1
443,51806,10,0,6590,0,6,1,10,0,2,1,0,10,16.0401175,1,0,1,45,6,1,1
51806,443,8,0,2420,0,6,0,8,1,4,0,0,8,15.99825764,1,0,45,1,1,6,1
51818,443,8,0,2416,0,6,1,7,0,3,0,0,8,15.99308372,1,0,45,1,1,6,1
51832,443,8,0,2408,0,6,1,7,0,3,0,0,8,15.99283242,1,0,45,1,1,6,1
443,46792,6,0,5274,0,6,0,6,0,2,0,0,6,15.89275455,1,0,1,45,5,1,1
46792,443,6,0,589,0,6,0,6,0,3,0,0,6,15.89161754,1,0,45,1,1,5,1
443,51832,7,0,5603,0,6,1,7,0,3,0,0,7,15.74156451,1,0,1,45,6,1,1
443,51818,8,0,6464,0,6,1,8,0,4,0,0,8,15.73191452,1,0,1,45,6,1,1
34050,53,2,0,174,0,17,0,0,0,0,0,0,0,15.59954667,1,0,45,1,1,66,1
56770,53,2,0,150,0,17,0,0,0,0,0,0,0,15.32585359,1,0,45,1,1,66,1
58307,53,2,0,142,0,17,0,0,0,0,0,0,0,15.30103469,1,0,45,1,1,66,1
53,58307,2,0,186,0,17,0,0,0,0,0,0,0,15.06903219,1,0,1,45,51,1,1
53,56770,2,0,194,0,17,0,0,0,0,0,0,0,15.06848335,1,0,1,45,51,1,1
47853,443,10,0,2241,0,17,0,0,0,0,0,0,0,15.0476191,1,0,45,1,1,2,1
45108,53,2,0,142,0,17,0,0,0,0,0,0,0,15.0472734,1,0,45,1,1,66,1
40918,443,13,0,4480,0,17,0,0,0,0,0,0,0,15.02067351,1,0,45,1,1,3,1
36882,443,13,0,2480,0,17,0,0,0,0,0,0,0,15.01996827,1,0,45,1,1,3,1
53000,443,14,0,1966,0,6,1,13,0,6,0,0,14,15.01970506,1,0,45,1,1,3,1
53,45108,2,0,186,0,17,0,0,0,0,0,0,0,15.01805949,1,0,1,45,51,1,1
49120,443,15,0,1933,0,6,1,14,0,6,0,0,15,15.01671958,1,0,45,1,1,2,1
443,47853,12,0,11203,0,17,0,0,0,0,0,0,0,15.01644516,1,0,1,45,2,1,1
443,53000,14,0,8635,0,6,1,14,0,6,0,0,14,15.01565623,1,0,1,45,3,1,1
443,40918,16,0,11442,0,17,0,0,0,0,0,0,0,15.01472807,1,0,1,45,3,1,1
443,36882,13,0,10877,0,17,0,0,0,0,0,0,0,15.0142529,1,0,1,45,3,1,1
443,49120,14,0,9148,0,6,1,14,0,7,0,0,14,15.01405954,1,0,1,45,2,1,1
32898,53,2,0,168,0,17,0,0,0,0,0,0,0,14.9500587,1,0,45,1,1,66,1
53,32898,2,0,241,0,17,0,0,0,0,0,0,0,14.91584444,1,0,1,45,51,1,1
59898,443,9,0,2430,0,17,0,0,0,0,0,0,0,14.91260839,1,0,45,1,1,2,1
56120,443,7,0,1180,0,6,1,6,0,4,0,0,7,14.90525675,1,0,45,1,1,2,1
443,56120,6,0,999,0,6,1,6,0,1,0,0,6,14.66843891,1,0,1,45,2,1,1
443,59898,11,0,7621,0,17,0,0,0,0,0,0,0,14.6497736,1,0,1,45,2,1,1
57343,53,2,0,160,0,17,0,0,0,0,0,0,0,13.73616743,1,0,45,1,1,66,1
56665,53,2,0,150,0,17,0,0,0,0,0,0,0,13.73277998,1,0,45,1,1,66,1
47493,53,2,0,154,0,17,0,0,0,0,0,0,0,13.73174095,1,0,45,1,1,66,1
45557,53,2,0,148,0,17,0,0,0,0,0,0,0,13.72169471,1,0,45,1,1,66,1
53,45557,2,0,234,0,17,0,0,0,0,0,0,0,13.651407,1,0,1,45,51,1,1
53,47493,2,0,198,0,17,0,0,0,0,0,0,0,13.65039968,1,0,1,45,51,1,1
53,56665,2,0,194,0,17,0,0,0,0,0,0,0,13.64976382,1,0,1,45,51,1,1
53,57343,2,0,204,0,17,0,0,0,0,0,0,0,13.64320207,1,0,1,45,51,1,1
55287,443,10,0,3821,0,17,0,0,0,0,0,0,0,13.60787272,1,0,45,1,1,4,1
50396,443,9,0,1288,0,6,1,8,0,4,0,0,9,13.60680318,1,0,45,1,1,6,1
38048,443,9,0,1288,0,6,1,8,0,4,0,0,9,13.60635138,1,0,45,1,1,7,1
54744,443,14,0,5400,0,17,0,0,0,0,0,0,0,13.59363818,1,0,45,1,1,2,1
35764,443,10,0,1342,0,6,1,9,0,4,0,0,10,13.59133959,1,0,45,1,1,2,1
41290,443,9,0,1288,0,6,1,8,0,4,0,0,9,13.59038568,1,0,45,1,1,4,1
443,50396,8,0,5428,0,6,1,8,0,2,0,0,8,13.57020164,1,0,1,45,6,1,1
443,55287,27,0,29687,0,17,0,0,0,0,0,0,0,13.5678432,1,0,1,45,4,1,1
443,41290,8,0,7877,0,6,1,8,0,2,0,0,8,13.56663394,1,0,1,45,4,1,1
443,38048,8,0,5429,0,6,1,8,0,2,0,0,8,13.56612945,1,0,1,45,6,1,1
443,54744,20,0,11174,0,17,0,0,0,0,0,0,0,13.56565809,1,0,1,45,2,1,1
443,35764,9,0,7931,0,6,1,9,0,4,0,0,9,13.48697352,1,0,1,45,2,1,1
43539,53,2,0,150,0,17,0,0,0,0,0,0,0,13.2001822,1,0,45,1,1,66,1
38056,443,11,0,1406,0,6,1,10,1,4,0,0,11,13.19924855,1,0,45,1,1,7,1
53,43539,2,0,194,0,17,0,0,0,0,0,0,0,13.19883227,1,0,1,45,51,1,1
42688,443,11,0,1406,0,6,1,10,1,4,0,0,11,13.19109821,1,0,45,1,1,2,1
46496,53,2,0,192,0,17,0,0,0,0,0,0,0,13.18395185,1,0,45,1,1,66,1
52195,443,7,0,1983,0,17,0,0,0,0,0,0,0,13.12479734,1,0,45,1,1,2,1
53,46496,2,0,302,0,17,0,0,0,0,0,0,0,13.07016587,1,0,1,45,51,1,1
36914,443,15,0,5594,0,17,0,0,0,0,0,0,0,13.06789541,1,0,45,1,2,2,1
34290,443,9,0,1111,0,6,1,8,1,3,0,0,9,13.06763172,1,0,45,1,1,2,1
443,38056,10,0,5548,0,6,1,10,1,2,0,0,10,13.04051661,1,0,1,45,6,1,1
443,42688,11,0,5602,0,6,1,11,1,3,0,0,11,13.02250671,1,0,1,45,2,1,1
443,52195,8,0,7027,0,17,0,0,0,0,0,0,0,13.01605558,1,0,1,45,2,1,1
443,34290,8,0,5559,0,6,1,8,1,1,0,0,8,12.95840263,1,0,1,45,2,1,1
443,36914,31,0,11305,0,17,0,0,0,0,0,0,0,12.94723392,1,0,1,45,2,2,1
57164,53,2,0,174,0,17,0,0,0,0,0,0,0,12.7816391,1,0,45,1,1,66,1
55586,53,1,0,79,0,17,0,0,0,0,0,0,0,12.71743083,1,0,45,1,1,66,1
36521,53,2,0,164,0,17,0,0,0,0,0,0,0,12.681674,1,0,45,1,1,66,1
53,36521,2,0,288,0,17,0,0,0,0,0,0,0,12.53428078,1,0,1,45,51,1,1
45472,443,10,0,825,0,6,1,9,0,3,0,0,10,12.5193243,1,0,45,1,1,1,1
443,46604,15,0,6300,0,17,0,0,0,0,0,0,0,12.50443077,1,0,1,45,7,1,1
46604,443,13,0,1651,0,17,0,0,0,0,0,0,0,12.50327921,1,0,45,1,1,7,1
53,55586,1,0,107,0,17,0,0,0,0,0,0,0,12.50245237,1,0,1,45,51,1,1
49421,443,14,0,6679,0,17,0,0,0,0,0,0,0,12.46476364,1,0,45,1,1,2,1
41574,443,8,0,1234,0,6,1,7,0,4,0,0,8,12.46371388,1,0,45,1,1,2,1
443,45472,9,0,5479,0,6,1,9,0,4,0,0,9,12.41723466,1,0,1,45,1,1,1
443,41574,7,0,5369,0,6,0,7,0,3,0,0,7,12.41106582,1,0,1,45,2,1,1
443,49421,20,0,10574,0,17,0,0,0,0,0,0,0,12.32966375,1,0,1,45,2,1,1
443,38024,9,0,5481,0,6,0,9,1,4,0,0,9,12.29503202,1,0,1,45,6,1,1
59511,443,6,0,2434,0,17,0,0,0,0,0,0,0,12.11486053,1,0,45,1,1,7,1
443,59511,13,0,4645,0,17,0,0,0,0,0,0,0,12.04122734,1,0,1,45,7,1,1
56682,443,10,0,1342,0,6,1,9,0,4,0,0,10,12.02177215,1,0,45,1,1,7,1
443,56682,9,0,5695,0,6,1,9,0,3,0,0,9,11.92014003,1,0,1,45,7,1,1
50748,53,2,0,170,0,17,0,0,0,0,0,0,0,11.66181183,1,0,45,1,1,66,1
53,50748,2,0,214,0,17,0,0,0,0,0,0,0,11.65369797,1,0,1,45,51,1,1
34707,443,10,0,2500,0,17,0,0,0,0,0,0,0,11.5987401,1,0,45,1,1,1,1
443,34707,13,0,9687,0,17,0,0,0,0,0,0,0,11.51074648,1,0,1,45,1,1,1
35176,53,2,0,192,0,17,0,0,0,0,0,0,0,11.38461304,1,0,45,1,1,66,1
53,35176,2,0,302,0,17,0,0,0,0,0,0,0,11.23830795,1,0,1,45,51,1,1
45254,443,24,0,3560,0,6,1,23,0,3,0,0,24,11.21863294,1,0,45,1,1,3,1
45270,443,32,0,4101,0,6,1,31,0,3,0,0,32,11.2182467,1,0,45,1,1,3,1
443,45270,41,0,133897,0,6,1,41,0,33,0,0,41,11.21800709,1,0,1,45,3,1,1
443,45254,31,0,74087,0,6,1,31,0,25,0,0,31,11.21402454,1,0,1,45,3,1,1
52840,443,208,0,26641,0,17,0,0,0,0,0,0,0,11.15773463,1,0,45,1,1,3,1
443,52840,670,0,911079,0,17,0,0,0,0,0,0,0,11.09704423,1,0,1,45,3,1,1
54811,53,2,0,178,0,17,0,0,0,0,0,0,0,11.08239865,1,0,45,1,1,66,1
53,54811,2,0,222,0,17,0,0,0,0,0,0,0,11.07949162,1,0,1,45,51,1,1
36894,443,12,0,1460,0,6,1,11,1,4,0,0,12,11.07835102,1,0,45,1,1,5,1
36898,443,9,0,1288,0,6,1,8,0,4,0,0,9,11.07812786,1,0,45,1,1,5,1
45030,53,2,0,194,0,17,0,0,0,0,0,0,0,10.97941566,1,0,45,1,1,66,1
53,45030,1,0,147,0,17,0,0,0,0,0,0,0,10.75047064,1,0,1,45,51,1,1
443,36898,8,0,5641,0,6,1,8,0,3,0,0,8,10.73536158,1,0,1,45,5,1,1
443,36894,11,0,5808,0,6,1,11,0,5,0,0,11,10.73420048,1,0,1,45,5,1,1
36229,53,2,0,178,0,17,0,0,0,0,0,0,0,10.57993436,1,0,45,1,1,66,1
443,33898,24,0,56344,0,6,1,24,0,17,0,0,24,10.57484841,1,0,1,45,3,1,1
33898,443,20,0,3334,0,6,0,20,0,3,0,0,20,10.57438684,1,0,45,1,1,3,1
443,33894,14,0,47123,0,6,1,14,0,7,0,0,14,10.57055759,1,0,1,45,3,1,1
33894,443,11,0,2960,0,6,0,11,0,3,0,0,11,10.56915188,1,0,45,1,1,3,1
43644,53,2,0,156,0,17,0,0,0,0,0,0,0,10.45905399,1,0,45,1,1,66,1
43195,53,2,0,170,0,17,0,0,0,0,0,0,0,10.3594451,1,0,45,1,1,66,1
53,36229,2,0,222,0,17,0,0,0,0,0,0,0,10.35842633,1,0,1,45,51,1,1
40268,443,12,0,5337,0,17,0,0,0,0,0,0,0,10.33883381,1,0,45,1,1,5,1
49416,443,9,0,1961,0,6,0,9,0,7,0,0,9,10.29159856,1,0,45,1,1,3,1
443,49416,9,0,1976,0,6,0,9,1,1,0,0,9,10.29050899,1,0,1,45,3,1,1
52278,443,10,0,2363,0,17,0,0,0,0,0,0,0,10.28693342,1,0,45,1,1,7,1
443,60868,11,0,7465,0,17,0,0,0,0,0,0,0,10.2764256,1,0,1,45,2,1,1
443,40268,17,0,4309,0,17,0,0,0,0,0,0,0,10.27593255,1,0,1,45,5,1,1
60868,443,9,0,1377,0,17,0,0,0,0,0,0,0,10.25542903,1,0,45,1,1,2,1
443,52278,11,0,8156,0,17,0,0,0,0,0,0,0,10.24981284,1,0,1,45,7,1,1
45184,443,10,0,1342,0,6,1,9,0,4,0,0,10,10.24178267,1,0,45,1,1,2,1
36914,443,2,0,128,0,6,1,0,0,0,1,0,1,10.23835611,1,0,45,1,2,5,1
56686,443,11,0,889,0,6,1,10,1,3,0,0,11,10.2381413,1,0,45,1,1,7,1
443,36900,7,0,5573,0,6,0,7,0,4,0,0,7,10.21010709,1,0,1,45,5,1,1
36900,443,7,0,643,0,6,0,7,0,3,0,0,7,10.20980048,1,0,45,1,1,5,1
443,36914,1,0,60,0,6,1,1,0,0,0,0,1,10.1085012,1,0,1,45,5,2,1
443,45184,10,0,5748,0,6,1,10,0,5,0,0,10,10.10791802,1,0,1,45,2,1,1
443,56686,10,0,5754,0,6,1,10,1,4,0,0,10,10.05500579,1,0,1,45,7,1,1
56655,443,5,0,1819,0,17,0,0,0,0,0,0,0,9.854928255,1,0,45,1,1,3,1
443,56655,8,0,6487,0,17,0,0,0,0,0,0,0,9.836944818,1,0,1,45,3,1,1
33068,53,2,0,170,0,17,0,0,0,0,0,0,0,7.822197199,1,0,45,1,1,66,1
53,33068,2,0,272,0,17,0,0,0,0,0,0,0,7.810323954,1,0,1,45,51,1,1
57686,443,46,0,5265,0,17,0,0,0,0,0,0,0,7.714256048,1,0,45,1,1,6,1
33640,443,11,0,1396,0,6,1,10,0,4,0,0,11,7.709914446,1,0,45,1,1,6,1
443,33640,11,0,10338,0,6,1,11,0,4,0,0,11,7.559042215,1,0,1,45,6,1,1
443,57686,119,0,162473,0,17,0,0,0,0,0,0,0,7.558065176,1,0,1,45,6,1,1
44125,53,2,0,160,0,17,0,0,0,0,0,0,0,6.031684875,1,0,45,1,1,66,1
53,44125,2,0,260,0,17,0,0,0,0,0,0,0,5.903403044,1,0,1,45,51,1,1
33082,443,10,0,1352,0,6,1,9,1,4,0,0,10,5.901633978,1,0,45,1,1,4,1
443,33082,10,0,7997,0,6,1,10,1,2,0,0,10,5.831648588,1,0,1,45,4,1,1
45688,443,11,0,2448,0,17,0,0,0,0,0,0,0,5.783528566,1,0,45,1,1,4,1
443,45688,11,0,9733,0,17,0,0,0,0,0,0,0,5.665979624,1,0,1,45,4,1,1
39066,53,2,0,162,0,17,0,0,0,0,0,0,0,4.245582581,1,0,45,1,1,66,1
443,58916,14,0,6785,0,6,1,14,1,6,1,0,14,4.024600744,1,0,1,45,3,1,1
58916,443,13,0,1510,0,6,0,11,1,4,2,0,11,4.024302244,1,0,45,1,1,3,1
443,58900,13,0,6731,0,6,1,13,1,5,1,0,13,4.023992777,1,0,1,45,3,1,1
58900,443,12,0,1456,0,6,0,10,1,4,2,0,10,4.023536205,1,0,45,1,1,3,1
443,58896,53,0,233300,0,6,0,53,0,25,0,0,53,4.022523403,1,0,1,45,3,1,1
58896,443,44,0,5767,0,6,0,44,0,15,0,0,44,4.021498203,1,0,45,1,1,3,1
42194,53,2,0,166,0,17,0,0,0,0,0,0,0,3.360716105,1,0,45,1,1,66,1
35805,53,2,0,160,0,17,0,0,0,0,0,0,0,3.35860467,1,0,45,1,1,66,1
59172,53,2,0,154,0,17,0,0,0,0,0,0,0,3.349140882,1,0,45,1,1,66,1
53,59172,2,0,198,0,17,0,0,0,0,0,0,0,3.337481737,1,0,1,45,51,1,1
53,35805,2,0,204,0,17,0,0,0,0,0,0,0,3.336170435,1,0,1,45,51,1,1
53,42194,2,0,540,0,17,0,0,0,0,0,0,0,3.3333354,1,0,1,45,51,1,1
40480,443,9,0,1047,0,6,1,8,1,2,0,0,9,3.330349445,1,0,45,1,1,4,1
54120,443,5,0,807,0,6,1,3,1,1,1,0,4,3.330098391,1,0,45,1,1,5,1
59940,443,12,0,1460,0,6,1,11,1,4,0,0,12,3.318152666,1,0,45,1,1,6,1
443,54120,4,0,3154,0,6,1,4,0,0,0,0,4,3.317909479,1,0,1,45,5,1,1
443,40480,8,0,5789,0,6,1,8,1,2,0,0,8,3.298581839,1,0,1,45,4,1,1
58730,443,8,0,2582,0,17,0,0,0,0,0,0,0,3.287005901,1,0,45,1,1,6,1
55687,53,2,0,150,0,17,0,0,0,0,0,0,0,3.273913622,1,0,45,1,1,66,1
53308,53,2,0,160,0,17,0,0,0,0,0,0,0,3.269480705,1,0,45,1,1,66,1
41081,53,2,0,168,0,17,0,0,0,0,0,0,0,3.24163866,1,0,45,1,1,66,1
43215,53,2,0,150,0,17,0,0,0,0,0,0,0,3.234560728,1,0,45,1,1,66,1
54128,443,2,0,128,0,6,1,0,0,0,1,0,1,3.214504957,1,0,45,1,1,5,1
54130,443,18,0,3776,0,6,1,17,0,7,0,0,18,3.212040424,1,0,45,1,1,5,1
58286,53,2,0,168,0,17,0,0,0,0,0,0,0,3.185730457,1,0,45,1,1,66,1
57763,443,6,0,1910,0,17,0,0,0,0,0,0,0,3.175202608,1,0,45,1,1,4,1
43109,53,1,0,87,0,17,0,0,0,0,0,0,0,3.140398741,1,0,45,1,1,66,1
443,59940,11,0,5601,0,6,1,11,1,3,0,0,11,3.122876883,1,0,1,45,6,1,1
443,58730,18,0,15329,0,17,0,0,0,0,0,0,0,3.12075305,1,0,1,45,6,1,1
443,54130,26,0,43279,0,6,1,26,0,17,0,0,26,3.113740683,1,0,1,45,5,1,1
53,43109,1,0,103,0,17,0,0,0,0,0,0,0,3.112609625,1,0,1,45,51,1,1
443,57763,12,0,5467,0,17,0,0,0,0,0,0,0,3.090408564,1,0,1,45,4,1,1
53,58286,2,0,212,0,17,0,0,0,0,0,0,0,3.088816404,1,0,1,45,51,1,1
53,43215,2,0,326,0,17,0,0,0,0,0,0,0,3.072474241,1,0,1,45,51,1,1
53,41081,2,0,542,0,17,0,0,0,0,0,0,0,3.07157588,1,0,1,45,51,1,1
53,53308,2,0,220,0,17,0,0,0,0,0,0,0,3.071029425,1,0,1,45,51,1,1
53,55687,2,0,236,0,17,0,0,0,0,0,0,0,3.070483208,1,0,1,45,51,1,1
36599,443,7,0,2353,0,17,0,0,0,0,0,0,0,3.049246073,1,0,45,1,1,3,1
57224,443,13,0,2195,0,6,1,12,1,7,0,0,13,3.048723698,1,0,45,1,1,3,1
42382,443,10,0,1165,0,6,1,9,1,3,0,0,10,3.048495293,1,0,45,1,1,2,1
42394,443,31,0,4242,0,6,1,30,0,6,0,0,31,3.04827261,1,0,45,1,1,2,1
35220,443,8,0,1203,0,6,1,7,0,3,0,0,8,3.048047304,1,0,45,1,1,1,1
50020,443,9,0,1288,0,6,1,8,0,4,0,0,9,3.034505606,1,0,45,1,1,1,1
54146,443,13,0,1514,0,6,1,12,1,4,0,0,13,2.963469505,1,0,45,1,1,5,1
443,42394,34,0,129293,0,6,1,34,0,20,0,0,34,2.875332832,1,0,1,45,2,1,1
443,57238,7,0,4743,0,6,1,7,0,2,0,0,7,2.870356083,1,0,1,45,3,1,1
57238,443,7,0,990,0,6,0,7,0,3,0,0,7,2.869445801,1,0,45,1,1,3,1
443,57224,12,0,2150,0,6,1,12,1,2,0,0,12,2.869060755,1,0,1,45,3,1,1
443,36599,27,0,33373,0,17,0,0,0,0,0,0,0,2.865083933,1,0,1,45,3,1,1
443,54146,12,0,8724,0,6,1,12,0,4,0,0,12,2.863449097,1,0,1,45,5,1,1
443,50020,8,0,6346,0,6,1,8,0,2,0,0,8,2.860554457,1,0,1,45,1,1,1
443,35220,8,0,3941,0,6,1,8,0,3,0,0,8,2.860066891,1,0,1,45,1,1,1
443,42382,9,0,8556,0,6,1,9,0,2,0,0,9,2.859534264,1,0,1,45,2,1,1
32795,443,36,0,4730,0,17,0,0,0,0,0,0,0,2.810807467,1,0,45,1,1,4,1
38137,53,1,0,87,0,17,0,0,0,0,0,0,0,2.791332245,1,0,45,1,1,66,1
60644,443,9,0,1288,0,6,1,8,0,4,0,0,9,2.72808671,1,0,45,1,1,4,1
60652,443,11,0,1406,0,6,1,10,1,4,0,0,11,2.727737904,1,0,45,1,1,4,1
54695,53,2,0,150,0,17,0,0,0,0,0,0,0,2.724681854,1,0,45,1,1,66,1
443,32795,188,0,251136,0,17,0,0,0,0,0,0,0,2.702498674,1,0,1,45,4,1,1
53,38137,1,0,103,0,17,0,0,0,0,0,0,0,2.691019297,1,0,1,45,51,1,1
53,54695,2,0,404,0,17,0,0,0,0,0,0,0,2.687243938,1,0,1,45,51,1,1
443,60644,8,0,5748,0,6,1,8,0,2,0,0,8,2.646064281,1,0,1,45,4,1,1
54150,443,2,0,128,0,6,1,0,0,0,1,0,1,2.613360167,1,0,45,1,1,5,1
53104,443,19,0,1727,0,6,1,18,0,3,0,0,19,2.59608078,1,0,45,1,1,1,1
60666,443,11,0,1406,0,6,1,9,1,4,1,0,10,2.562528849,1,0,45,1,1,4,1
443,60652,10,0,5867,0,6,1,10,1,3,0,0,10,2.543031216,1,0,1,45,4,1,1
443,54150,1,0,60,0,6,1,1,0,0,0,0,1,2.528147221,1,0,1,45,5,1,1
443,53104,21,0,57085,0,6,1,21,0,16,0,0,21,2.523326874,1,0,1,45,1,1,1
443,60666,10,0,5863,0,6,1,10,0,4,0,0,10,2.463685751,1,0,1,45,4,1,1
443,54128,1,0,60,0,6,1,1,0,0,0,0,1,2.178873301,1,0,1,45,5,1,1
48230,53,2,0,152,0,17,0,0,0,0,0,0,0,1.592258215,1,0,45,1,1,67,1
53,48230,2,0,408,0,17,0,0,0,0,0,0,0,1.480941296,1,0,1,45,52,1,1
40382,443,10,0,1652,0,6,1,9,0,5,0,0,10,1.464671373,1,0,46,1,1,1,1
34951,53,2,0,164,0,17,0,0,0,0,0,0,0,1.333103895,1,0,46,1,1,68,1
40390,443,10,0,1352,0,6,1,8,1,4,1,0,9,1.291829348,1,0,46,1,1,2,1
443,40382,9,0,6906,0,6,1,9,0,3,0,0,9,1.207895041,1,0,1,46,1,1,1
53,34951,2,0,412,0,17,0,0,0,0,0,0,0,1.204435587,1,0,1,46,53,1,1
443,40390,9,0,5667,0,6,1,9,0,2,0,0,9,1.203387737,1,0,1,46,2,1,1
45746,443,9,0,3996,0,6,1,8,0,3,0,0,9,1.178781271,1,0,47,1,1,1,1
35815,53,2,0,136,0,17,0,0,0,0,0,0,0,1.018106699,1,0,47,1,1,69,1
53173,53,2,0,180,0,17,0,0,0,0,0,0,0,1.017705202,1,0,47,1,1,70,1
53,53173,2,0,282,0,17,0,0,0,0,0,0,0,0.96674633,1,0,1,46,54,1,1
53,35815,2,0,369,0,17,0,0,0,0,0,0,0,0.965365887,1,0,1,46,55,1,1
57450,443,14,0,2758,0,17,0,0,0,0,0,0,0,0.934211493,1,0,48,1,1,1,1
38182,443,9,0,3549,0,17,0,0,0,0,0,0,0,0.933663845,1,0,48,1,1,3,1
56820,53,1,0,82,0,17,0,0,0,0,0,0,0,0.933069706,1,0,48,1,1,71,1
44240,443,15,0,1991,0,6,1,14,0,6,0,0,15,0.931900024,1,0,49,1,1,1,1
443,38182,9,0,6285,0,17,0,0,0,0,0,0,0,0.918707132,1,0,1,46,3,1,1
53,56820,1,0,180,0,17,0,0,0,0,0,0,0,0.900606155,1,0,1,46,56,1,1
443,44240,14,0,24683,0,6,1,14,0,5,0,0,14,0.899980068,1,0,1,47,1,1,1
443,45746,11,0,10173,0,6,1,11,1,6,0,0,11,0.899511814,1,0,1,48,1,1,1
45748,443,7,0,1041,0,6,1,6,0,2,0,0,7,0.888039589,1,0,49,1,1,2,1
443,57450,24,0,28361,0,17,0,0,0,0,0,0,0,0.886314631,1,0,1,49,1,1,1
33742,443,10,0,1342,0,6,1,9,0,4,0,0,10,0.866742611,1,0,49,1,1,2,1
443,33742,9,0,5695,0,6,1,9,0,3,0,0,9,0.7358284,1,0,1,49,2,1,1
56644,53,2,0,136,0,17,0,0,0,0,0,0,0,0.645786762,1,0,49,1,1,72,1
45245,53,2,0,142,0,17,0,0,0,0,0,0,0,0.630417347,1,0,49,1,1,73,1
