SPort, DPort, SPkts, DPkts, SBytes, DBytes, Protocol, SYN, ACK, FIN, PSH, RST, URG, SYN+ACK, Duration, IsAlive, Service, UniqueDests, UniqueSrcs, UniqueDestSocks, UniqueSrcSocks,target
443,47912,133,0,164171,0,17,0,0,0,0,0,0,0,7.390790701,1,0,1,57,4,1,1
443,57386,12,0,7726,0,17,0,0,0,0,0,0,0,7.390237331,1,0,1,57,2,1,1
443,56141,9,0,4388,0,17,0,0,0,0,0,0,0,7.376122475,1,0,1,57,4,1,1
443,48700,10,0,5759,0,6,1,10,1,3,0,0,10,7.372891188,1,0,1,57,8,1,1
443,43780,8,0,5412,0,6,1,8,0,2,0,0,8,7.37234211,1,0,1,57,4,1,1
443,47368,9,0,5482,0,6,1,9,0,4,0,0,9,7.343492508,1,0,1,57,4,1,1
443,52406,8,0,5641,0,6,1,8,0,2,0,0,8,7.343059778,1,0,1,57,2,1,1
53,47273,2,0,218,0,17,0,0,0,0,0,0,0,7.315196037,1,0,1,57,76,1,1
46127,443,5,0,1814,0,17,0,0,0,0,0,0,0,7.236719608,1,0,57,1,1,11,1
443,46127,15,0,7926,0,17,0,0,0,0,0,0,0,7.158370495,1,0,1,57,11,1,1
35336,443,10,0,1342,0,6,1,9,0,4,0,0,10,7.156783819,1,0,57,1,1,11,1
443,35336,9,0,5695,0,6,1,9,0,3,0,0,9,7.12282896,1,0,1,57,11,1,1
56382,53,2,0,186,0,17,0,0,0,0,0,0,0,7.041608334,1,0,57,1,1,96,1
52055,53,2,0,148,0,17,0,0,0,0,0,0,0,6.987270355,1,0,57,1,1,96,1
53,52055,2,0,192,0,17,0,0,0,0,0,0,0,6.701956749,1,0,1,57,76,1,1
53,56382,2,0,272,0,17,0,0,0,0,0,0,0,6.701004267,1,0,1,57,76,1,1
36637,443,40,0,7779,0,17,0,0,0,0,0,0,0,6.605505228,1,0,57,1,1,6,1
37650,443,11,0,5595,0,17,0,0,0,0,0,0,0,6.603196383,1,0,57,1,1,8,1
39282,443,9,0,1288,0,6,1,8,0,4,0,0,9,6.578387022,1,0,57,1,1,6,1
443,36637,124,0,141394,0,17,0,0,0,0,0,0,0,6.569028854,1,0,1,57,6,1,1
42576,443,11,0,1406,0,6,1,10,1,4,0,0,11,6.558666706,1,0,57,1,1,8,1
443,39282,6,0,7758,0,6,1,6,0,2,0,0,6,6.555031776,1,0,1,57,6,1,1
443,37650,16,0,6327,0,17,0,0,0,0,0,0,0,6.5420084,1,0,1,57,8,1,1
42588,443,9,0,1288,0,6,1,8,0,4,0,0,9,6.358320713,1,0,57,1,1,8,1
443,42576,10,0,5514,0,6,1,10,1,2,0,0,10,6.318058729,1,0,1,57,8,1,1
443,42588,8,0,5394,0,6,1,8,0,2,0,0,8,6.313523531,1,0,1,57,8,1,1
40831,53,2,0,152,0,17,0,0,0,0,0,0,0,5.194292307,1,0,57,1,1,96,1
53,40831,2,0,228,0,17,0,0,0,0,0,0,0,5.162676334,1,0,1,57,76,1,1
51466,443,14,0,1814,0,6,1,13,0,5,0,0,14,5.161039829,1,0,57,1,1,1,1
443,51466,13,0,39050,0,6,1,13,0,4,0,0,13,5.004438639,1,0,1,57,1,1,1
54686,53,2,0,150,0,17,0,0,0,0,0,0,0,4.853940964,1,0,57,1,1,96,1
43258,53,2,0,180,0,17,0,0,0,0,0,0,0,4.852432966,1,0,57,1,1,96,1
60636,53,2,0,168,0,17,0,0,0,0,0,0,0,4.845348358,1,0,57,1,1,96,1
58229,53,2,0,152,0,17,0,0,0,0,0,0,0,4.844606161,1,0,57,1,1,96,1
53,58229,2,0,196,0,17,0,0,0,0,0,0,0,4.686569691,1,0,1,57,76,1,1
53,60636,2,0,212,0,17,0,0,0,0,0,0,0,4.685718775,1,0,1,57,76,1,1
53,43258,2,0,282,0,17,0,0,0,0,0,0,0,4.681192875,1,0,1,57,76,1,1
53,54686,2,0,326,0,17,0,0,0,0,0,0,0,4.678047657,1,0,1,57,76,1,1
46782,443,9,0,1288,0,6,1,8,0,4,0,0,9,4.671036482,1,0,57,1,1,2,1
33424,443,9,0,1288,0,6,1,8,0,4,0,0,9,4.670550346,1,0,57,1,1,3,1
49096,443,10,0,1342,0,6,1,9,0,4,0,0,10,4.670181751,1,0,57,1,1,5,1
58560,443,9,0,1288,0,6,1,8,0,4,0,0,9,4.669401407,1,0,57,1,1,5,1
443,58560,8,0,5432,0,6,1,8,0,3,0,0,8,4.656790257,1,0,1,57,5,1,1
443,33424,8,0,5641,0,6,1,8,0,3,0,0,8,4.65611434,1,0,1,57,3,1,1
443,49096,9,0,5802,0,6,1,9,0,3,0,0,9,4.637993097,1,0,1,57,5,1,1
443,46782,8,0,6346,0,6,1,8,0,2,0,0,8,4.622145414,1,0,1,57,2,1,1
47558,53,2,0,144,0,17,0,0,0,0,0,0,0,4.404348135,1,0,57,1,1,96,1
53,47558,2,0,363,0,17,0,0,0,0,0,0,0,4.325362444,1,0,1,57,76,1,1
34578,443,8,0,1022,0,6,1,7,0,4,0,0,8,4.273472548,1,0,57,1,1,1,1
443,34578,7,0,5007,0,6,0,7,0,3,0,0,7,3.926426172,1,0,1,57,1,1,1
44583,53,2,0,148,0,17,0,0,0,0,0,0,0,3.796195269,1,0,57,1,1,96,1
53,44583,2,0,370,0,17,0,0,0,0,0,0,0,3.764123678,1,0,1,57,76,1,1
50802,80,4,0,651,0,6,1,3,0,1,0,0,4,3.757755995,1,0,57,1,1,1,1
80,50802,3,0,1063,0,6,1,3,0,1,0,0,3,3.74749136,1,0,1,57,1,1,1
59613,443,12,0,2524,0,17,0,0,0,0,0,0,0,3.153064966,1,0,57,1,1,11,1
443,59613,12,0,7572,0,17,0,0,0,0,0,0,0,3.152776718,1,0,1,57,11,1,1
38944,443,5,0,1925,0,17,0,0,0,0,0,0,0,3.111308813,1,0,57,1,1,4,1
443,38944,6,0,4361,0,17,0,0,0,0,0,0,0,3.071537495,1,0,1,57,4,1,1
47559,53,2,0,150,0,17,0,0,0,0,0,0,0,2.8210361,1,0,57,1,1,96,1
53,47559,2,0,194,0,17,0,0,0,0,0,0,0,2.76325202,1,0,1,57,76,1,1
58634,443,10,0,8071,0,17,0,0,0,0,0,0,0,2.761883497,1,0,57,1,1,6,1
41738,443,3,0,1632,0,17,0,0,0,0,0,0,0,2.761628866,1,0,57,1,1,6,1
53,58420,2,0,446,0,17,0,0,0,0,0,0,0,2.723217249,1,0,1,57,76,1,1
53409,53,2,0,150,0,17,0,0,0,0,0,0,0,2.718658924,1,0,57,1,1,96,1
443,41738,9,0,4204,0,17,0,0,0,0,0,0,0,2.599535465,1,0,1,57,6,1,1
443,58634,11,0,6291,0,17,0,0,0,0,0,0,0,2.598617554,1,0,1,57,6,1,1
53,53409,2,0,194,0,17,0,0,0,0,0,0,0,2.537930965,1,0,1,57,76,1,1
50250,443,10,0,3828,0,6,1,9,0,3,0,0,10,2.527178049,1,0,57,1,1,2,1
34794,443,9,0,1288,0,6,1,8,0,4,0,0,9,2.526916742,1,0,57,1,1,6,1
60228,443,6,0,1078,0,6,1,5,0,2,0,0,6,2.526633263,1,0,57,1,1,6,1
60234,443,6,0,1078,0,6,1,5,0,2,0,0,6,2.525093317,1,0,57,1,1,6,1
443,60234,5,0,829,0,6,1,5,0,2,0,0,5,2.520866156,1,0,1,57,6,1,1
443,60228,5,0,829,0,6,1,5,0,2,0,0,5,2.520408869,1,0,1,57,6,1,1
443,34794,8,0,7877,0,6,1,8,0,2,0,0,8,2.519919395,1,0,1,57,6,1,1
33927,53,1,0,85,0,17,0,0,0,0,0,0,0,2.334373474,1,0,57,1,1,96,1
443,50250,10,0,7463,0,6,1,10,0,4,0,0,10,2.282160282,1,0,1,57,1,1,1
53,33927,1,0,197,0,17,0,0,0,0,0,0,0,2.270315647,1,0,1,57,76,1,1
50260,443,8,0,1033,0,6,1,7,0,2,0,0,8,2.257580519,1,0,57,1,1,2,1
443,50260,7,0,6218,0,6,1,7,0,4,0,0,7,1.917878389,1,0,1,57,2,1,1
35342,53,2,0,164,0,17,0,0,0,0,0,0,0,1.276384354,1,0,57,1,1,97,1
53,35342,2,0,412,0,17,0,0,0,0,0,0,0,0.959058762,1,0,1,57,77,1,1
46314,443,6,0,3880,0,6,1,5,0,3,0,0,6,0.955542326,1,0,57,1,1,3,1
443,46314,6,0,506,0,6,1,6,0,1,0,0,6,0.719078541,1,0,1,57,3,1,1
46599,53,2,0,170,0,17,0,0,0,0,0,0,0,0.69051075,1,0,57,1,1,98,1
43447,53,2,0,162,0,17,0,0,0,0,0,0,0,0.688509226,1,0,57,1,1,99,1
43040,53,2,0,146,0,17,0,0,0,0,0,0,0,0.685620308,1,0,57,1,1,100,1
53,46599,2,0,254,0,17,0,0,0,0,0,0,0,0.679596186,1,0,1,57,78,1,1
42204,53,2,0,156,0,17,0,0,0,0,0,0,0,0.678706169,1,0,57,1,1,101,1
51936,443,3,0,699,0,6,1,2,0,1,0,0,3,0.67709446,1,0,58,1,1,1,1
53,43447,2,0,665,0,17,0,0,0,0,0,0,0,0.675425768,1,0,1,57,79,1,1
41157,53,2,0,148,0,17,0,0,0,0,0,0,0,0.672683001,1,0,58,1,1,102,1
48652,53,2,0,140,0,17,0,0,0,0,0,0,0,0.671691179,1,0,58,1,1,103,1
53,42204,2,0,419,0,17,0,0,0,0,0,0,0,0.663406134,1,0,1,57,80,1,1
53,43040,2,0,271,0,17,0,0,0,0,0,0,0,0.660829782,1,0,1,57,81,1,1
55235,53,2,0,152,0,17,0,0,0,0,0,0,0,0.659488201,1,0,58,1,1,104,1
34525,53,2,0,170,0,17,0,0,0,0,0,0,0,0.658587933,1,0,58,1,1,105,1
36396,443,6,0,1818,0,17,0,0,0,0,0,0,0,0.657912731,1,0,59,1,1,1,1
51944,443,3,0,699,0,6,1,2,0,1,0,0,3,0.657688379,1,0,60,1,1,1,1
35168,53,2,0,160,0,17,0,0,0,0,0,0,0,0.640841007,1,0,60,1,1,106,1
55682,443,3,0,699,0,6,1,2,0,1,0,0,3,0.640506744,1,0,61,1,1,1,1
39486,53,2,0,184,0,17,0,0,0,0,0,0,0,0.64014864,1,0,61,1,1,107,1
53,48652,2,0,355,0,17,0,0,0,0,0,0,0,0.639230728,1,0,1,57,82,1,1
53,41157,2,0,407,0,17,0,0,0,0,0,0,0,0.638051271,1,0,1,57,83,1,1
38083,53,2,0,174,0,17,0,0,0,0,0,0,0,0.63713789,1,0,61,1,1,108,1
53,35168,2,0,248,0,17,0,0,0,0,0,0,0,0.62473011,1,0,1,57,84,1,1
53,34525,2,0,545,0,17,0,0,0,0,0,0,0,0.609428167,1,0,1,57,85,1,1
53,55235,2,0,472,0,17,0,0,0,0,0,0,0,0.604190588,1,0,1,57,86,1,1
55684,443,5,0,807,0,6,1,4,0,1,0,0,5,0.596230745,1,0,62,1,1,1,1
33526,443,7,0,915,0,6,1,6,0,1,0,0,7,0.596010447,1,0,63,1,1,1,1
42208,443,5,0,807,0,6,1,4,0,1,0,0,5,0.585348606,1,0,64,1,1,1,1
53674,443,3,0,699,0,6,1,2,0,1,0,0,3,0.585123539,1,0,65,1,1,1,1
38720,443,3,0,699,0,6,1,2,0,1,0,0,3,0.584920168,1,0,66,1,1,1,1
53,39486,2,0,443,0,17,0,0,0,0,0,0,0,0.583861351,1,0,1,57,87,1,1
33078,443,6,0,861,0,6,1,5,0,1,0,0,6,0.582491636,1,0,67,1,1,1,1
48000,53,2,0,150,0,17,0,0,0,0,0,0,0,0.569264889,1,0,67,1,1,109,1
47953,53,2,0,146,0,17,0,0,0,0,0,0,0,0.568330765,1,0,67,1,1,110,1
53,38083,2,0,324,0,17,0,0,0,0,0,0,0,0.563319445,1,0,1,57,88,1,1
443,36396,5,0,4734,0,17,0,0,0,0,0,0,0,0.552023888,1,0,1,58,1,1,1
443,33526,6,0,6311,0,6,1,6,0,3,0,0,6,0.551632643,1,0,1,59,1,1,1
53,48000,2,0,355,0,17,0,0,0,0,0,0,0,0.5325284,1,0,1,59,89,1,1
53,47953,2,0,537,0,17,0,0,0,0,0,0,0,0.515253305,1,0,1,59,90,1,1
443,55684,4,0,3027,0,6,1,4,0,2,0,0,4,0.480992317,1,0,1,60,1,1,1
443,42208,4,0,4717,0,6,1,4,0,1,0,0,4,0.4804883,1,0,1,61,1,1,1
443,33078,5,0,3829,0,6,1,5,0,2,0,0,5,0.474574327,1,0,1,62,1,1,1
37230,53,2,0,146,0,17,0,0,0,0,0,0,0,0.447561979,1,0,67,1,1,111,1
57480,53,2,0,170,0,17,0,0,0,0,0,0,0,0.446816683,1,0,67,1,1,112,1
53118,443,4,0,753,0,6,1,3,0,1,0,0,4,0.429404974,1,0,68,1,1,1,1
53120,443,4,0,753,0,6,1,3,0,1,0,0,4,0.427654505,1,0,68,1,1,2,1
36898,443,2,0,128,0,6,1,1,0,0,0,0,2,0.427396297,1,0,69,1,2,1,1
41542,443,3,0,699,0,6,1,2,0,1,0,0,3,0.424182653,1,0,70,1,1,1,1
59176,443,3,0,699,0,6,1,2,0,1,0,0,3,0.423884153,1,0,71,1,1,1,1
58192,53,1,0,70,0,17,0,0,0,0,0,0,0,0.423507214,1,0,71,1,1,113,1
45809,53,2,0,162,0,17,0,0,0,0,0,0,0,0.423160315,1,0,71,1,1,114,1
53,57480,2,0,545,0,17,0,0,0,0,0,0,0,0.408755779,1,0,1,62,91,1,1
53,37230,2,0,271,0,17,0,0,0,0,0,0,0,0.403496981,1,0,1,62,92,1,1
443,53120,3,0,3064,0,6,1,3,0,1,0,0,3,0.400084496,1,0,1,63,1,1,1
443,53118,3,0,3062,0,6,1,3,0,1,0,0,3,0.398092508,1,0,1,63,2,1,1
443,51944,2,0,120,0,6,1,2,0,0,0,0,2,0.395469904,1,0,1,64,1,1,1
53,45809,2,0,665,0,17,0,0,0,0,0,0,0,0.374191046,1,0,1,64,93,1,1
53,58192,1,0,155,0,17,0,0,0,0,0,0,0,0.366817474,1,0,1,64,94,1,1
35972,53,2,0,150,0,17,0,0,0,0,0,0,0,0.339135885,1,0,71,1,1,115,1
41829,53,2,0,160,0,17,0,0,0,0,0,0,0,0.319272995,1,0,71,1,1,116,1
48195,53,2,0,156,0,17,0,0,0,0,0,0,0,0.280725479,1,0,71,1,1,117,1
54586,53,2,0,146,0,17,0,0,0,0,0,0,0,0.280365944,1,0,71,1,1,118,1
54608,53,2,0,170,0,17,0,0,0,0,0,0,0,0.270272493,1,0,71,1,1,119,1
45166,53,1,0,74,0,17,0,0,0,0,0,0,0,0.259729385,1,0,71,1,1,120,1
51942,443,1,0,74,0,6,1,0,0,0,0,0,1,0.25916338,1,0,71,1,1,2,1
38736,443,1,0,74,0,6,1,0,0,0,0,0,1,0.243947268,1,0,71,1,1,2,1
37464,443,6,0,861,0,6,1,5,0,1,0,0,6,0.242953062,1,0,71,1,1,2,1
37468,443,5,0,807,0,6,1,4,0,1,0,0,5,0.236778021,1,0,71,1,1,3,1
33542,443,7,0,915,0,6,1,6,0,1,0,0,7,0.23602438,1,0,71,1,1,2,1
51944,443,1,0,74,0,6,1,0,0,0,0,0,1,0.2355268,1,0,71,1,2,3,1
36910,443,2,0,128,0,6,1,1,0,0,0,0,2,0.235167742,1,0,71,1,1,2,1
443,33542,6,0,6311,0,6,1,6,0,4,0,0,6,0.226181269,1,0,1,64,2,1,1
443,37468,4,0,3491,0,6,1,4,0,1,0,0,4,0.225230455,1,0,1,64,2,1,1
443,37464,5,0,3545,0,6,1,5,0,2,0,0,5,0.224407673,1,0,1,64,3,1,1
443,36898,1,0,60,0,6,1,1,0,0,0,0,1,0.223908186,1,0,1,65,1,2,1
53,41829,2,0,248,0,17,0,0,0,0,0,0,0,0.222173691,1,0,1,65,95,1,1
53,35972,2,0,355,0,17,0,0,0,0,0,0,0,0.221356153,1,0,1,65,96,1,1
33189,53,1,0,78,0,17,0,0,0,0,0,0,0,0.202613592,1,0,71,1,1,121,1
443,59176,2,0,120,0,6,1,2,0,0,0,0,2,0.202278137,1,0,1,66,1,1,1
443,41542,1,0,60,0,6,1,1,0,0,0,0,1,0.199407339,1,0,1,67,1,1,1
443,38720,2,0,120,0,6,1,2,0,0,0,0,2,0.183391809,1,0,1,68,1,1,1
443,53674,2,0,120,0,6,1,2,0,0,0,0,2,0.18295002,1,0,1,69,1,1,1
443,55682,2,0,120,0,6,1,2,0,0,0,0,2,0.182542324,1,0,1,70,1,1,1
443,51936,2,0,120,0,6,1,2,0,0,0,0,2,0.182128668,1,0,1,71,1,1,1
53,45166,1,0,277,0,17,0,0,0,0,0,0,0,0.178631783,1,0,1,71,97,1,1
53,54608,2,0,545,0,17,0,0,0,0,0,0,0,0.171456575,1,0,1,71,98,1,1
53,54586,2,0,537,0,17,0,0,0,0,0,0,0,0.169079065,1,0,1,71,99,1,1
53,48195,2,0,419,0,17,0,0,0,0,0,0,0,0.16340065,1,0,1,71,100,1,1
45725,53,1,0,81,0,17,0,0,0,0,0,0,0,0.161731958,1,0,71,1,1,122,1
54610,53,1,0,76,0,17,0,0,0,0,0,0,0,0.161362648,1,0,71,1,1,123,1
32923,53,1,0,85,0,17,0,0,0,0,0,0,0,0.161024332,1,0,71,1,1,124,1
53,45725,1,0,424,0,17,0,0,0,0,0,0,0,0.131664991,1,0,1,71,101,1,1
53,33189,1,0,263,0,17,0,0,0,0,0,0,0,0.130404234,1,0,1,71,102,1,1
53,54610,1,0,312,0,17,0,0,0,0,0,0,0,0.128507853,1,0,1,71,103,1,1
51344,53,1,0,92,0,17,0,0,0,0,0,0,0,0.111316442,1,0,71,1,1,125,1
54902,53,1,0,82,0,17,0,0,0,0,0,0,0,0.110963345,1,0,71,1,1,126,1
47006,53,1,0,75,0,17,0,0,0,0,0,0,0,0.11062336,1,0,71,1,1,127,1
56848,53,1,0,73,0,17,0,0,0,0,0,0,0,0.110166073,1,0,71,1,1,128,1
53,32923,1,0,347,0,17,0,0,0,0,0,0,0,0.09567523,1,0,1,71,104,1,1
53,51344,1,0,198,0,17,0,0,0,0,0,0,0,0.093292236,1,0,1,71,105,1,1
53,47006,1,0,169,0,17,0,0,0,0,0,0,0,0.092083216,1,0,1,71,106,1,1
53,54902,1,0,162,0,17,0,0,0,0,0,0,0,0.091365099,1,0,1,71,107,1,1
443,36910,1,0,60,0,6,1,1,0,0,0,0,1,0.091084957,1,0,1,71,2,1,1
53,56848,1,0,359,0,17,0,0,0,0,0,0,0,0.089252234,1,0,1,71,108,1,1
37501,53,1,0,73,0,17,0,0,0,0,0,0,0,0.054394722,1,0,71,1,1,129,1
443,49718,2,0,138,0,6,0,2,0,1,0,0,2,46.58561158,1,0,1,71,1,1,1
49718,443,2,0,136,0,6,0,2,0,1,0,0,2,46.58534598,1,0,71,1,1,1,1
33934,443,7,0,2131,0,6,0,7,0,5,0,0,7,40.67710376,1,0,71,1,1,1,1
443,33934,8,0,726,0,6,0,8,0,2,0,0,8,40.67603755,1,0,1,71,1,1,1
54621,53,1,0,95,0,17,0,0,0,0,0,0,0,38.63445783,1,0,71,1,1,129,1
53,54621,1,0,111,0,17,0,0,0,0,0,0,0,38.5166893,1,0,1,71,108,1,1
49046,443,19,0,3274,0,6,1,18,0,16,0,0,19,38.51621056,1,0,71,1,1,1,1
443,49046,23,0,2851,0,6,1,23,0,6,0,0,23,38.48548198,1,0,1,71,1,1,1
39618,53,2,0,150,0,17,0,0,0,0,0,0,0,37.88748813,1,0,71,1,1,129,1
53,39618,2,0,586,0,17,0,0,0,0,0,0,0,37.46221995,1,0,1,71,108,1,1
38130,443,312,0,177206,0,17,0,0,0,0,0,0,0,37.43470049,1,0,71,1,1,4,1
40170,443,11,0,1406,0,6,1,10,1,4,0,0,11,37.43441701,1,0,71,1,1,4,1
40182,443,12,0,1460,0,6,1,11,1,4,0,0,12,37.4341712,1,0,71,1,1,4,1
40188,443,9,0,1288,0,6,1,8,0,4,0,0,9,37.43383551,1,0,71,1,1,4,1
443,40170,11,0,8051,0,6,1,11,1,3,0,0,11,37.38759351,1,0,1,71,4,1,1
443,40182,11,0,8052,0,6,1,11,1,3,0,0,11,37.37048793,1,0,1,71,4,1,1
443,40188,8,0,7877,0,6,1,8,0,3,0,0,8,37.36987591,1,0,1,71,4,1,1
443,38130,888,0,903418,0,17,0,0,0,0,0,0,0,37.35813761,1,0,1,71,4,1,1
44529,53,1,0,73,0,17,0,0,0,0,0,0,0,37.13138175,1,0,71,1,1,129,1
53,44529,1,0,124,0,17,0,0,0,0,0,0,0,37.10996771,1,0,1,71,108,1,1
36940,80,14,0,2451,0,6,1,13,0,4,0,0,14,37.10629487,1,0,71,1,1,5,1
48061,53,1,0,73,0,17,0,0,0,0,0,0,0,37.09770632,1,0,71,1,1,129,1
80,36940,13,0,4954,0,6,1,13,0,6,0,0,13,36.96170664,1,0,1,71,5,1,1
53,48061,1,0,124,0,17,0,0,0,0,0,0,0,36.94937515,1,0,1,71,108,1,1
36948,80,15,0,2923,0,6,1,14,0,5,0,0,15,36.94872427,1,0,71,1,1,5,1
36956,80,17,0,3451,0,6,1,16,0,6,0,0,17,36.94836974,1,0,71,1,1,5,1
80,36956,16,0,5830,0,6,1,16,0,7,0,0,16,36.87425089,1,0,1,71,5,1,1
80,36948,14,0,5709,0,6,1,14,0,7,0,0,14,36.87344027,1,0,1,71,5,1,1
34074,53,2,0,142,0,17,0,0,0,0,0,0,0,36.46113682,1,0,71,1,1,129,1
38395,53,2,0,160,0,17,0,0,0,0,0,0,0,36.458184,1,0,71,1,1,129,1
57352,53,2,0,192,0,17,0,0,0,0,0,0,0,36.45019174,1,0,71,1,1,129,1
53,57352,2,0,302,0,17,0,0,0,0,0,0,0,36.31475306,1,0,1,71,108,1,1
53,38395,2,0,204,0,17,0,0,0,0,0,0,0,36.31427431,1,0,1,71,108,1,1
53,34074,2,0,510,0,17,0,0,0,0,0,0,0,36.31152868,1,0,1,71,108,1,1
37483,443,67,0,10317,0,17,0,0,0,0,0,0,0,36.30886722,1,0,71,1,1,5,1
56149,443,8,0,2444,0,17,0,0,0,0,0,0,0,36.30840254,1,0,71,1,1,3,1
39063,443,14,0,3133,0,17,0,0,0,0,0,0,0,36.30698252,1,0,71,1,1,4,1
52768,443,9,0,1288,0,6,1,8,0,4,0,0,9,36.30676126,1,0,71,1,1,5,1
52772,443,11,0,1406,0,6,1,10,1,4,0,0,11,36.30653286,1,0,71,1,1,5,1
48648,443,10,0,1342,0,6,1,9,0,4,0,0,10,36.30633593,1,0,71,1,1,4,1
53440,443,9,0,1111,0,6,1,8,1,3,0,0,9,36.30614305,1,0,71,1,1,3,1
443,56149,16,0,7170,0,17,0,0,0,0,0,0,0,36.30587387,1,0,1,71,3,1,1
53452,443,10,0,1165,0,6,1,9,1,3,0,0,10,36.30064368,1,0,71,1,1,3,1
443,48648,9,0,5842,0,6,1,9,0,4,0,0,9,36.21407127,1,0,1,71,4,1,1
443,39063,22,0,24297,0,17,0,0,0,0,0,0,0,36.21313667,1,0,1,71,4,1,1
443,37483,214,0,245187,0,17,0,0,0,0,0,0,0,36.21199012,1,0,1,71,5,1,1
443,52772,10,0,5977,0,6,1,10,1,2,0,0,10,36.21132183,1,0,1,71,5,1,1
443,52768,8,0,5857,0,6,1,8,0,2,0,0,8,36.21002817,1,0,1,71,5,1,1
443,53452,9,0,5613,0,6,1,9,1,3,0,0,9,36.20655036,1,0,1,71,3,1,1
443,53440,8,0,5559,0,6,1,8,1,2,0,0,8,36.20591307,1,0,1,71,3,1,1
60921,53,3,0,237,0,17,0,0,0,0,0,0,0,36.00780034,1,0,71,1,1,129,1
53,60921,3,0,497,0,17,0,0,0,0,0,0,0,35.96821475,1,0,1,71,108,1,1
36958,80,11,0,2287,0,6,1,10,0,4,0,0,11,35.95525956,1,0,71,1,1,5,1
52459,53,1,0,73,0,17,0,0,0,0,0,0,0,35.94099641,1,0,71,1,1,129,1
80,36958,10,0,4077,0,6,1,10,0,5,0,0,10,35.89009428,1,0,1,71,5,1,1
53,52459,1,0,124,0,17,0,0,0,0,0,0,0,35.88720679,1,0,1,71,108,1,1
36970,80,4,0,236,0,6,1,3,1,0,0,0,4,35.88213539,1,0,71,1,1,5,1
80,36970,3,0,180,0,6,1,3,1,0,0,0,3,35.84713984,1,0,1,71,5,1,1
35095,53,1,0,77,0,17,0,0,0,0,0,0,0,35.10785246,1,0,71,1,1,129,1
53,35095,1,0,105,0,17,0,0,0,0,0,0,0,34.9212296,1,0,1,71,108,1,1
43138,443,22,0,3852,0,17,0,0,0,0,0,0,0,34.91309857,1,0,71,1,1,6,1
37873,53,2,0,192,0,17,0,0,0,0,0,0,0,34.89642859,1,0,71,1,1,129,1
443,43138,42,0,43275,0,17,0,0,0,0,0,0,0,34.79818749,1,0,1,71,6,1,1
60658,443,6,0,432,0,6,1,5,1,2,0,0,6,34.60688901,1,0,71,1,1,3,1
60672,443,9,0,1111,0,6,1,8,1,3,0,0,9,34.60641265,1,0,71,1,1,3,1
443,48286,835,0,1124216,0,17,0,0,0,0,0,0,0,34.54440522,1,0,1,71,3,1,1
48286,443,169,0,26937,0,17,0,0,0,0,0,0,0,34.54398441,1,0,71,1,1,3,1
443,60672,7,0,5493,0,6,0,7,1,3,0,0,7,34.53913879,1,0,1,71,3,1,1
443,60658,6,0,5439,0,6,0,6,1,1,0,0,6,34.52317429,1,0,1,71,3,1,1
59338,53,2,0,148,0,17,0,0,0,0,0,0,0,33.41986418,1,0,71,1,1,129,1
53,59338,2,0,192,0,17,0,0,0,0,0,0,0,33.3859477,1,0,1,71,108,1,1
46180,443,179,0,79677,0,17,0,0,0,0,0,0,0,33.35017085,1,0,71,1,1,8,1
36158,443,9,0,1298,0,6,1,8,1,4,0,0,9,33.34990001,1,0,71,1,1,8,1
36162,443,7,0,1180,0,6,1,6,0,4,0,0,7,33.29422379,1,0,71,1,1,8,1
443,36158,9,0,4093,0,6,1,9,1,1,0,0,9,33.06372094,1,0,1,71,8,1,1
443,46180,713,0,841142,0,17,0,0,0,0,0,0,0,33.06242061,1,0,1,71,8,1,1
443,36162,6,0,999,0,6,1,6,0,1,0,0,6,33.06195092,1,0,1,71,8,1,1
56103,53,2,0,154,0,17,0,0,0,0,0,0,0,32.28739023,1,0,71,1,1,129,1
34413,53,2,0,146,0,17,0,0,0,0,0,0,0,32.23879957,1,0,71,1,1,129,1
53,34413,2,0,280,0,17,0,0,0,0,0,0,0,32.09191227,1,0,1,71,108,1,1
53,56103,1,0,93,0,17,0,0,0,0,0,0,0,32.09111023,1,0,1,71,108,1,1
37515,443,27,0,4350,0,17,0,0,0,0,0,0,0,32.05759573,1,0,71,1,1,2,1
59108,443,11,0,1313,0,6,1,10,0,6,0,0,11,32.0568285,1,0,71,1,1,2,1
45930,53,2,0,170,0,17,0,0,0,0,0,0,0,31.87437344,1,0,71,1,1,129,1
41936,53,2,0,150,0,17,0,0,0,0,0,0,0,31.87343407,1,0,71,1,1,129,1
51424,53,1,0,85,0,17,0,0,0,0,0,0,0,31.86729789,1,0,71,1,1,129,1
38848,53,2,0,146,0,17,0,0,0,0,0,0,0,31.86531997,1,0,71,1,1,129,1
443,40785,4,0,3524,0,17,0,0,0,0,0,0,0,31.84967446,1,0,1,71,6,1,1
443,37515,51,0,53145,0,17,0,0,0,0,0,0,0,31.78112817,1,0,1,71,2,1,1
443,59108,10,0,2875,0,6,0,10,0,4,0,0,10,31.70022488,1,0,1,71,2,1,1
40785,443,2,0,230,0,17,0,0,0,0,0,0,0,31.69849682,1,0,71,1,1,6,1
53,51424,1,0,142,0,17,0,0,0,0,0,0,0,31.68900299,1,0,1,71,108,1,1
45100,443,8,0,2303,0,17,0,0,0,0,0,0,0,31.6881094,1,0,71,1,1,7,1
35578,443,8,0,3707,0,17,0,0,0,0,0,0,0,31.68738461,1,0,71,1,1,2,1
